"","Attr27","Attr34","Attr46","Attr58","Attr56","Attr24","target"
"46",0.85714,56.588,6.0588,0.99385,0.0051706,0.11707,"0"
"47",160.809147224864,13.901,12.926031508451,0.50403,0.47627,0.007268,"0"
"48",0.12239,0.015359,0.27759,0.98817,0.011833,-0.027927,"0"
"49",0.12126,0.057883,0.62949,0.9888,0.011205,0.017959,"0"
"50",-4.85155741573606,-0.19798,0.54697,1.0318,-0.031784,-0.20836,"1"
"51",-27.929,1.5567,0.40267,1.6153,-0.59184,-0.61689,"0"
"52",311.75,6.4221,0.59764,0.90794,0.080813,0.79935,"1"
"53",0.81286,0.33478,0.71814,0.87596,0.12404,0.19276,"0"
"54",10.511,5.1259,0.83839,0.97381,0.021707,0.11736,"0"
"55",-3.04333899109595,-0.52618,0.078414,1.0724,-0.072355,-0.49968,"1"
"56",-5.60428218793361,1.0438,0.36117,1.1731,-0.19988,-2.4616,"0"
"57",31.3638594161182,3.5115,1.3545,0.65292,0.35143,0.20995,"0"
"58",0.098365,0.12824,1.314,0.99472,0.0052789,0.12628,"0"
"59",6.4881,3.4531,1,0.87818,0.14655,0.30498,"0"
"60",0.034669,0.008717,0.37821,0.98959,0.01041,-0.005783,"0"
"61",0.37644,2.843,0.70188,1.0013,0.009472,0.035129,"0"
"62",-0.42319,-0.17758,0.89525,1.0267,-0.026718,-1.5784,"0"
"63",-0.46774,0.30321,0.34717,1.3521,-0.073319,-0.19665,"0"
"64",6.4709,1.4788,0.64565,0.75912,0.26153,0.099194,"0"
"65",3.4687,1.8297,0.64182,0.94232,0.067319,0.19289,"0"
"66",10101.5647683267,81.896,2.4878,0.92993,0.074043,2.0382,"0"
"67",1.3781,1.2755,1.4207,0.87349,0.12651,1.0097,"0"
"68",0,0,0.78082,0.0016323,0.98575735206024,-0.13683,"0"
"69",-2.1316,1.1207,0.45549,1.1361,-0.11619,-0.075159,"0"
"70",0.59309,0.48565,5.232,0.91649,0.083505,0.17052,"0"
"71",1.5222,1.5156,0.55294,0.88964,0.07918,0.2185,"0"
"72",2.1257,4.4185,0.86345,0.97312,0.040361,0.12989,"0"
"73",-1.8372,1.7311,1.0941,1.0832,-0.20651,-0.31315,"0"
"74",1.2304,1.8248,0.27625,0.97294,0.090788,0.050046,"0"
"75",0,0,1.1856,6.6163e-05,0.978660360806143,-0.13109,"0"
"76",1.8624,6.7941,0.99427,0.99532,0.009459,0.35003,"0"
"77",24.031,14.266,0.73049,0.95263,0.04943,0.96256,"0"
"78",3.8337,2.7474,1.8864,0.95579,0.058444,0.20158,"0"
"79",1.6462,1.6444,0.6524,0.97065,0.029978,0.077038,"0"
"80",-1.5983,1.7961,0.91623,1.0043,-0.020115,0.29631,"0"
"81",-997.09,1.0289,0.46515,0.95913,-0.022114,0.040361,"0"
"82",0.052229,0.040594,3.0614,0.99749,0.002513,0.3702,"0"
"83",0.68158,0.089179,0.2768,0.93164,0.068362,0.11721,"0"
"84",2.0921,2.3311,0.32691,0.95893,0.022654,0.044666,"0"
"85",-0.10007,-0.024256,1.0989,1.0544,-0.054387,0.094486,"0"
"86",27352,1.0992,13.405,0.93525,0.005838,0.12291,"0"
"87",0.47668,0.26785,2.1521,1.1391,-0.13912,0.14147,"0"
"88",2.1173,3.0877,6.425,0.79564,0.20436,0.60371,"0"
"89",0.056604,5.1324,0.60791,0.95595,-0.040559,0.021333,"1"
"90",0.28086,0.20114,1.3702,0.97581,0.024193,0.050893,"0"
"91",0.02823,0.009222,0.98083,0.99758,0.002419,0.12699,"0"
"92",0,0,0.18244,1.0096910869517,-0.00969890900526046,-0.22694,"0"
"93",25.1034083638316,4.8205,1.8449,0.88667,0.098575,0.31204,"0"
"94",1.2394,1.823,0.17878,1.0133,0.01833,0.03668,"0"
"95",16.051,3.5927,1.109,0.92054,0.087321,0.65238,"0"
"96",-0.13935,-0.042877,1.1062,1.0177,-0.017706,-0.028026,"0"
"97",17.821,3.8803,1.2344,0.90764,0.1034,0.56966,"0"
"98",0.20305,0.066577,0.48335,0.9803,0.019703,0.23685,"0"
"99",2.0929,2.143,1.0186,0.95078,0.08774,0.071509,"0"
"100",133.63,1.8997,10.469,0.9721,0.086786,0.21955,"0"
"101",2.7988,4.8205,2.0465,0.92431,0.097426,0.74614,"0"
"102",0.2258,0.038267,0.25719,0.96862,0.031376,0.0021738,"0"
"103",5.3614,1.2136,4.3726,0.78229,0.3375,0.070686,"0"
"104",2.2999,4.6556,0.36709,0.97654,0.043403,0.30721,"0"
"105",1.1753,0.23084,0.33324,0.99062,0.009375,-0.025907,"0"
"106",11.266,8.3107,0.71698,0.94706,0.055576,0.44887,"0"
"107",0.66335,0.14382,0.58213,0.94578,0.054217,0.12685,"0"
"108",-0.62761,-0.50508,2.4442,1.0639,-0.063911,0.070343,"0"
"109",1.2274,0.54611,3.4017,0.88245,0.11755,0.52846,"0"
"110",10.288,6.3751,0.66369,0.96161,0.042781,0.25311,"0"
"111",9.0432,1.4647,0.45024,0.82268,0.20848,0.56443,"0"
"112",51.167,38.653,82.953,0.90723,0.094619,0.19099,"0"
"113",-0.060444,-0.030171,0.50306,1.004,-0.0039874,0.074305,"0"
"114",0,2.1582,0.84495,0.69226,0.31172,0.29679,"0"
"115",0.44811,0.4378,1.2103,0.95902,0.040982,0.41656,"0"
"116",2.3395,0.40245,0.18865,0.81227,0.18773,0.18822,"0"
"117",-1.0058,-0.30789,0.14578,1.1068,-0.10682,-1.0017,"0"
"118",0.25225,0.035008,0.28841,0.98609,0.013913,0.047281,"0"
"119",1.6264,0.80521,0.59634,0.85714,0.14286,0.085321,"0"
"120",16.716,3.8739,1.4068,0.89197,0.46564,0.30967,"0"
"121",255.35,9.2132,2.5031,0.78072,0.21866,1.1376,"0"
"122",0.3271,2.1951,1.0023,1.0354,-0.0087121,0.0033272,"1"
"123",0.86304,0.18737,0.54836,0.90797,0.092033,0.39736,"0"
"124",30.258,4.0625,1.1224,0.82941,0.17127,0.5532,"0"
"125",23.111,3.6492,3.5654,0.7718,0.22459,0.37984,"0"
"126",-1.6048,2.9833,1.2966,1.0208,-0.01674,-0.10115,"0"
"127",1.4898,5.5831,4.4079,0.93262,0.10062,0.17138,"0"
"128",466.03,7.9472,2.4854,0.86151,0.13406,0.43742,"0"
"129",-49.2423022247917,0.15392,24.728,0.99958,0.000417,0.034047,"1"
"130",264.76,4.3712,2.4572,0.93762,0.033316,0.38048,"1"
"131",1.0937,0.23617,0.43826,0.90113,0.098872,-0.028047,"0"
"132",6.0946,6.0418,1.1133,0.90347,0.11296,0.1925,"0"
"133",31.3369356641324,0.26124,0.81284,0.90479,0.095209,0.078173,"1"
"134",5.3315,1.8211,1.1244,0.98768,0.013648,0.060942,"0"
"135",7.1852,11.792,3.7487,0.91585,0.11205,0.38769,"0"
"136",-43.373,5,1.1344,1.0334,-0.070103,-0.031338,"0"
"137",20.256,2.4625,1.1859,0.91777,0.075969,0.11703,"0"
"138",0.10827,0.078918,0.65958,0.98043,0.019565,0.26595,"0"
"139",0.54013,1.0087,7.3794,1.0266,0.039275,-0.14016,"0"
"140",9.5866,3.0903,3.0728,0.74977,0.27595,0.34607,"0"
"141",42.85,11.817,12.772,0.52501,0.48509,2.0125,"0"
"142",4.259,3.9627,0.56105,0.91942,0.062906,0.32455,"0"
"143",-0.13758,-0.012837,0.76423,1.0153,-0.015315,-0.13694,"0"
"144",3.1518,4.5494,1.4509,0.98142,0.023507,0.24078,"0"
"145",6.3774,3.5349,0.73023,0.95383,0.035892,0.23438,"0"
"146",-0.43636,-0.094347,0.097649,1.0539,-0.053939,-0.16574,"0"
"147",58.0722219358301,49.1028227396281,20.508,0.9205,0.08174,1.4338,"0"
"148",0.55334,0.1717,0.59111,0.96298,0.037024,0.18189,"0"
"149",57.679,7.6772,2.3943,0.99404,-0.002005,-0.053195,"0"
"150",1.5554,1.1129,2.8104,0.879,0.121,0.49062,"0"
"151",9.9942,8.125,1.167,0.97243,0.024927,0.22338,"0"
"152",1.9094,18.497,40,0.84656,0.15344,0.57351,"0"
"153",0.44705,0.16099,1.0375,0.96921,0.030795,0.27689,"0"
"154",0.14653,0.09621,0.83223,0.98719,0.012812,0.044454,"0"
"155",30.162,3.8943,1.3396,0.92467,0.031055,0.16893,"0"
"156",0,15.173,5.7268,0.89035,0.11544,0.35283,"0"
"157",-0.61654,-0.11256,0.26687,1.0655,-0.06554,-0.10296,"0"
"158",-9.8451,-0.2053,0.049477,1.13370091729808,-0.133695252775781,-0.78383,"0"
"159",-10.368821249513,2.7351,0.7817,1.2385,-0.23659,0.051058,"0"
"160",27.887,8.6005,3.58,0.81896,0.19041,1.2233,"0"
"161",3.7756,2.7545,1.0591,0.91824,0.10828,0.17327,"0"
"162",131.49,14.054,10.387,0.8195,0.13882,0.17382,"0"
"163",9.0539,5.5573,1.1877,0.92692,0.063927,0.16671,"0"
"164",1.5892,2.5244,3.0857,0.70711,0.31076,0.26507,"0"
"165",0.2851,0.19418,0.53082,0.97347,0.026531,-0.042206,"0"
"166",0.53583,0.10818,0.70166,0.91493,0.085066,-0.11272,"0"
"167",0.83143,0.16928,0.77014,0.94181,0.058185,0.32885,"0"
"168",4224.1,11.701,3.9673,0.96263,0.028683,0.42596,"0"
"169",2.2607,1.5319,0.80415,0.98288,0.030234,0.039612,"0"
"170",0,0,1.2861,0.007596,0.995526196079946,0.140377636986954,"0"
"171",1.1293,1.7968,1.4025,0.86352,0.17975,-0.028949,"0"
"172",3.6692,2.8728,3.6303,0.73877,0.26123,0.77757,"0"
"173",0.37216,0.09549,0.64207,0.97039,0.029607,0.13903,"0"
"174",1.1445,4.7298,0.56351,0.99602,0.024266,0.1362,"0"
"175",0.073643,0.074118,0.50299,0.99544,0.0045627,0.11024,"0"
"176",7.4468,1.8713,0.41547,0.87265,0.1374,0.17876,"0"
"177",16.114,11.281,0.88324,0.92395,0.093065,0.24327,"0"
"178",0,0.87224,1.2461,0.42736,0.58183,0.25917,"0"
"179",3.2145,3.0638,0.72181,0.96069,0.038618,0.24587,"0"
"180",0.6399,4.4118,0.3754,1.0084,0.001318,-0.048922,"0"
"181",0.099328,0.12461,1.4865,0.99383,0.0061681,0.22627,"0"
"182",0.66111,0.18384,0.98535,0.93225,0.067749,-0.074833,"0"
"183",-59.805,1.5698,0.335058184211624,2.196,-1.1561,-3.624,"1"
"184",-0.71312,-0.13785,0.37003,1.0637,-0.06371,-0.13887,"0"
"185",-0.01251,-0.013127,1.2556,1.0159,-0.015924,0.03009,"0"
"186",9.4065,9.6717,2.6431,0.86457,0.15117,0.923148225236898,"0"
"187",2.1246,0.046116,0.05439,0.074533,0.811462066552777,0.04186,"1"
"188",-1.1699,0.76295,0.80613,1.0419,-0.068979,-0.011887,"0"
"189",0.056,0.032588,0.75114,0.99342,0.006577,0.056372,"0"
"190",7.3979,3.1086,0.41949,0.89801,0.11322,0.48516,"0"
"191",0.33634,0.03418,0.6106,0.96124,0.03876,-0.070536,"0"
"192",0,0.55518,0.89855,0.14138,0.86108,0.21442,"0"
"193",0,3.3848,6.4932,0.51973,0.47599,0.51775,"0"
"194",-6.2953,1.8709,0.39083,1.1807,-0.17467,-0.6586,"0"
"195",0.52779,0.30808,1.9924,0.95033,0.049671,0.32035,"0"
"196",1.1219,4.2217,1.1875,0.90929,0.090713,1.7986,"0"
"197",1758.4,3.2685,1.2303,0.88787,0.10617,0.197830391944217,"0"
"198",0,2.247,0.56076,0.67809,0.32478,-0.084331,"0"
"199",4.9611,4.0127,0.34675,0.96814,0.026163,0.077866,"0"
"200",0,1.9771,0.73518,0.8229,0.1917,-0.042065,"0"
"201",4395.90530478886,4.688,3.3646,0.93253,0.06523,0.21744,"0"
"202",0.14182,0.13174,2.342,1.0262,-0.026237,0.029078,"0"
"203",2.6513,2.3316,1.2248,0.91464,0.11207,0.20775,"0"
"204",1.2866,0.49628,2.551,0.8928,0.1072,0.57994,"0"
"205",0.090192,0.024112,0.79442,0.99359,0.0064128,-0.004388,"0"
"206",-2327.61049479395,0.073794,0.22702,0.81336,0.39752,-4.7667,"0"
"207",-1127.9,0.95714,1.5479,1.2533,-0.29585,-0.30115,"0"
"208",0.28892,0.072205,0.1471,0.96302,0.036975,0.11209,"0"
"209",-0.16982,-0.13188,1.3147,1.0113,-0.011345,-0.089691,"0"
"210",2.2245,2.6506,0.37578,0.95778,0.079202,0.1213,"0"
"211",1.7607,1.3549,1.2809,0.82566,0.23696,0.061742,"0"
"212",2.5412,2.0461,1.1139,0.51462,0.50745,0.34702,"0"
"213",2.513,0.70367,1.2216,0.80938,0.19062,0.49758,"0"
"214",1.8461,3.4763,0.97208,0.98775,0.010392,-0.31489,"0"
"215",2.5882,4.3829,0.85859,0.96986,0.046349,0.36001,"0"
"216",-2.6447,2.3211,0.89451,1.0189,-0.08532,-0.027481,"0"
"217",2.2048,0.97345,6.7382,0.81523,0.18477,0.39882,"0"
"218",0.33285,0.36338,1.0994,0.96949,0.030514,0.25626,"0"
"219",1.1963,6.996,1.2065,0.99623,0.022985,0.033976,"0"
"220",19.714,48.2,19.0470127524045,0.949580412374128,0.0453321971037727,0.31306,"0"
"221",0.62146,0.20396,0.68503,0.9342,0.065797,0.084988,"0"
"222",7.3294,7.2911,0.19838,0.98573,0.021211,0.014515,"0"
"223",0.00802597417566047,0.015745,0.61731,0.0038173,0.99644,0.43641,"0"
"224",10.073,1.8002,0.73609,0.54431,0.46548,1.3556,"1"
"225",0,17.656,6.4816,0.88663,0.11693,0.18867,"0"
"226",6.8745,6.8262,1.4751,0.95363,0.054422,0.25587,"0"
"227",4.8099,3.9359,0.78785,0.89455,0.12976,0.12776,"0"
"228",0.094355,0.03395,0.49644,0.9968,0.0031955,0.11728,"0"
"229",0,0,1.5826,1.02536209333742,-0.0253514776694169,-0.071275,"0"
"230",2.4074,0.70378,0.94757,0.84342,0.15658,0.49538,"0"
"231",1.0201,0.38859,2.1411,0.91789,0.082113,0.19175,"0"
"232",0.3632,0.15932,0.66463,0.9659,0.034101,0.16743,"0"
"233",3.1457,2.6137,1.7172,0.95324,0.000508,0.20904,"0"
"234",0.090935,1.6029,0.2818,1.004,0.0037154,-0.026652,"0"
"235",0,0,1.6821,0.058557,0.823995483192066,0.11606,"0"
"236",0.5956,1.3371,2.5784,0.94905,0.050953,0.67855,"0"
"237",0,0.8789,0.96386,0.49473,0.51405,0.12169,"0"
"238",0.23928,0.068552,0.68605,0.98092,0.019076,0.009804,"0"
"239",6.4618,4.3865,0.45563,0.90926,0.097891,0.36197,"0"
"240",5.432,3.7854,2.3276,0.94422,0.04584,0.26369,"0"
"241",0,2.0754,0.80577,0.61368,0.38745,0.20402,"0"
"242",-2.8353,9.7064,1.5354,1.0203,-0.016561,-0.0154,"0"
"243",-0.31827,-0.3602,6.5535,1.0438,-0.043839,0.034072,"0"
"244",3894.6,2.208,2.2373,0.85736,0.059143,0.073496,"0"
"245",-1.3438,-0.25534,0.30311,1.1121,-0.11213,-0.07511,"0"
"246",-0.43685,1.704,0.63362,1.0596,-0.076004,-0.050251,"0"
"247",0.25362,1.0108,0.4274,1.0019,0.16639,-0.24092,"0"
"248",-2.5231,6.1283,1.2222,1.0486,-0.035119,-0.11975,"0"
"249",0.69379,0.11149,0.5083,0.9327,0.067296,0.089218,"0"
"250",3.9362,4.4614,0.99852,0.96272,0.04265,0.23124,"0"
"251",57.793,0.91846,1.1251,0.95738,0.044797,0.054303,"0"
"252",0.076022,0.043799,0.15014,1.007,-0.007015,0.019004,"0"
"253",13.196,23.13,7.5071,0.87264,0.14672,0.53214,"0"
"254",2.4083,0.26944,0.43995,0.81391,0.18609,0.2655,"0"
"255",-0.73028,-0.1414,0.51539,1.0523,-0.052311,-0.49856,"0"
"256",10.294,2.5796,1.409,0.85698,0.16484,0.27738,"0"
"257",-0.98008,-0.19215,0.36514,1.104,-0.104,-0.29155,"0"
"258",10.94,3.0099,1.2028,0.91616,0.084066,0.43048,"0"
"259",9.9962,2.888,0.49616,0.93511,0.078527,0.16397,"0"
"260",11.02,6.509,1.8641,0.94511,0.057303,0.39372,"0"
"261",1.0441,1.9755,1.0507,0.91945,0.054845,0.20949,"0"
"262",1.312,10.541,1.4463,0.98563,0.041446,0.12652,"0"
"263",-0.062971,3.5184,0.82313,1.0308,-0.0026935,-0.016382,"0"
"264",0,2.6535,0.69414,0.61768,0.38241,0.0072382,"0"
"265",2.3003,1.4147,1.2802,0.78642,0.23268,0.15861,"0"
"266",10.466,5.113,0.10472,0.95663,0.03014,0.25316,"0"
"267",-6.10859245265149,3.096,0.14773,1.0502,-0.050204,-2.1697,"0"
"268",0.45553,0.26288,1.1589,0.96815,0.031848,0.28512,"0"
"269",-7.624,12.385,2.1532,1.2519,-0.2228,-0.057946,"0"
"270",2.0811,1.0444,0.63199,0.60399,0.41392,0.11169,"0"
"271",0.90117,0.17912,0.72856,0.9222,0.077804,0.10382,"0"
"272",22.333,5.2412,1.0226,0.86129,0.14398,0.41264,"0"
"273",2.4326,1.631,0.5244,0.86299,0.045526,0.23677,"0"
"274",-4.1931,10.703,1.5844,1.004,-0.0039395,-0.017497,"0"
"275",18.43,4.3644,2.4429,0.94478,0.037404,0.43015,"0"
"276",0,2.2332,0.23834,0.99755,0.0071377,0.0051618,"0"
"277",0,4.0576,0.39436,0.96325,0.036867,-0.93164,"0"
"278",1.705,0.37856,1.1611,0.85327,0.14673,0.34266,"0"
"279",0.50056,0.13225,0.70386,0.95823,0.041774,0.31823,"0"
"280",-45.87,6.5255,1.5668,1.1396,-0.11533,0.13061,"0"
"281",0.18142,0.043694,1.1845,1.0138,-0.013782,0.0021764,"0"
"282",0.22841,0.020771,0.36592,1.0064,-0.006358,0.30779,"0"
"283",0,1.0672,0.63011,0.49529,0.51351,0.2783,"0"
"284",3.0716,1.2396,0.39113,0.68127,0.28824,-0.018774,"1"
"285",2.1829,0.14666,1.2132,0.82008,0.17992,0.17843,"0"
"286",39.546,2.7157,1.249,0.86024,0.14072,0.42321,"0"
"287",1.9981,3.0916,4.9809,0.83054,0.16946,0.52093,"0"
"288",27.485,1.5446,2.3674,0.50639,-1.1962,0.3899,"0"
"289",0.36933,0.13136,0.25032,0.97597,0.024032,0.22252,"0"
"290",16.883,1.436,0.41911,0.93888,0.056803,0.12476,"0"
"291",-15.753,3.8664,0.75402,1.1175,-0.080532,-0.088387,"1"
"292",-0.55106,-0.082171,0.95313,1.027,-0.026974,-0.26868,"0"
"293",-0.17999,2.9332,0.24836,1.014,-0.047206,0.071377,"0"
"294",1.3062,0.21036,0.73433,0.8772,0.1228,-0.08062,"0"
"295",0,2.4772,2.5431,0.65795,0.3494,0.47221,"0"
"296",0.70678,0.90061,1.2999,0.98704,-0.11241,0.0066428,"0"
"297",0.097543,0.062438,1.1003,1.0099,-0.0099195,0.083364,"0"
"298",9.9082,6.7612,2.7991,0.92447,0.071754,0.39906,"0"
"299",-8.4461,0.33042,0.32534,1.2499,-0.10619,-0.052928,"1"
"300",2.918,5.4094,0.91358,0.98026,0.03413,0.02109,"0"
"301",41.0318814683767,18.905,3.3394,0.90846,0.093257,0.27574,"0"
"302",11.373,2.1996,1.1691,0.84916,0.16483,0.25699,"0"
"303",0.98683,1.6169,2.1171,0.90958,0.090417,0.52484,"0"
"304",-2.7231,2.3768,1.2561,1.021,-0.022827,0.098365,"0"
"305",1.8302,0.3884,1.1091,0.84602,0.15398,0.53801,"0"
"306",59.23,8.7094,3.1256,0.81208,0.18784,0.75031,"0"
"307",0,2.0941,0.77622,0.58488,0.41653,-0.23434,"0"
"308",13.385,4.5792,0.22813,0.97079,0.03386,0.1441,"0"
"309",-0.05295,-0.030419,0.14029,1.0078,-0.007816,-0.050819,"0"
"310",0.26977,0.14369,1.2511,0.99313,0.0068728,-0.081781,"0"
"311",0,2.1356,0.70105,0.45053,0.4932,0.3782,"0"
"312",0.65879,0.19246,0.80373,0.96961,0.030392,0.042666,"0"
"313",2.9773,2.4193,2.2658,0.89373,0.1662,0.58588,"0"
"314",0.34759,0.050153,0.51146,0.95089,0.049109,0.17019,"0"
"315",6053.3,11.475,4.5868,0.77607,0.21655,0.92488,"0"
"316",-2.3114,1.6561,0.17492,1.4711,-0.31752,-0.54157,"0"
"317",0,4.26,0.90129,0.89692,0.10514,0.19715,"0"
"318",75.4559073905168,2.1232,1.0325,0.82523,0.17555,-0.14781,"0"
"319",2.4873,1.2278,3.5002,0.79798,0.20202,0.54615,"0"
"320",0.30341,0.0538,0.81004,0.97602,0.023981,-0.28337,"0"
"321",1.1537,0.73884,0.73306,0.98433,0.11585,-0.050281,"0"
"322",14.492,9.6965,2.2283,0.88528,0.11722,0.675923034199651,"0"
"323",1.7161,1.6714,0.70066,0.95484,0.035814,0.088246,"0"
"324",0.80707,0.13565,0.35494,0.93198,0.06802,0.14203,"0"
"325",229.76,8.1151,2.7066,0.8721,0.12845,0.7611,"0"
"326",9.4118,22.222,5.3793,0.8994,0.13782,0.41626,"0"
"327",0.21746,0.13427,1.1577,0.97969,0.020307,0.17346,"0"
"328",-4415.2,19.582,2.1449,1.1495,-0.14945,-0.65689,"0"
"329",1.0432,3.6317,13.727,0.90506,0.094942,0.39241,"0"
"330",1.4285,4.5026,0.82868,0.95203,0.048086,0.25135,"0"
"331",1.4529,2.1951,6.5106,0.87852,0.12148,0.45674,"0"
"332",0.38136,0.10593,0.43655,0.96227,0.037727,0.063674,"0"
"333",0,4.7243,3.3302,0.76642,0.23851,0.066911,"0"
"334",-0.20027,-0.074849,0.70994,1.0192,-0.01923,-0.28954,"0"
"335",0.82275,1.1617,0.1463,0.96795,0.084179,0.0020144,"1"
"336",1.4637,2.3644,0.62061,1.0122,0.020169,0.016783,"0"
"337",-0.023793,1.1872,0.32369,1.2348,-0.23224,-0.075821,"0"
"338",-2.1896,-0.08246,0.75198,1.2423,-0.24227,-0.29535,"0"
"339",-0.98214,1.245,0.33393,1.2062,-0.13373,-0.37431,"0"
"340",0.29231,1.0507,0.9312,1.0387,0.0010258,-0.042023,"0"
"341",0,2.2007,9.5248,0.73193,0.31421,0.45918,"0"
"342",3.6246,5.6566,2.5014,0.86421,0.1512,0.63575,"0"
"343",2.8718,1.4863,2.2209,0.79489,0.20511,0.75234,"0"
"344",27.385,3.4645,0.34509,0.90725,0.13258,0.14674,"0"
"345",2.0807,0.57566,1.2626,0.85138,0.14862,0.66315,"0"
"346",2.7786,0.51015,4.1031,0.83592,0.16408,0.0032872,"0"
"347",126.15,13.091,10.111,0.80353,0.19056,1.195,"0"
"348",1.5899,0.54332,1.5081,0.86502,0.13498,0.34972,"0"
"349",6.4207,3.9937,1.5013,0.84302,0.19416,0.50548,"0"
"350",1.0888,0.89776,2.964,0.89647,0.10353,0.138,"0"
"351",0.3606,0.10276,0.4646,0.9651,0.034897,0.046583,"0"
"352",0.96611,0.78923,1.3673,0.92156,0.078438,0.59762,"0"
"353",1.3013,1.9891,0.082796,0.98271,-0.025591,0.059074,"0"
"354",9.1756,9.0045,0.87491,0.95149,0.05488,0.44389,"0"
"355",-25.344,1.7118,0.44886,1.0197,-0.063848,-1.7035,"0"
"356",0.05541,0.044225,1.8778,1.0058,-0.005812,0.13495,"0"
"357",0,2.141,0.98246,0.75815,0.24288,1.0614,"0"
"358",-0.086516,1.5618,0.40706,0.99987,-0.0064567,-0.098976,"1"
"359",1.3198,1.9081,1.0235,0.94673,0.023537,-0.14747,"0"
"360",0.1471,0.10201,1.5566,0.9916,0.008396,0.14953,"0"
"361",0,12.083,2.766,0.61708,0.38777,0.90987,"0"
"362",2.1635,3.0656,0.59803,1.0029,0.018185,0.008333,"0"
"363",1.8479,2.9595,1.0958,0.98992,0.02711,0.019294,"0"
"364",1.317,1.838,0.61359,0.99585,-0.21537,-0.23459,"0"
"365",2.126,2.0812,0.50931,0.60425,0.37057,0.058964,"1"
"366",0.3662,0.26045,0.93723,0.96496,0.035038,0.24129,"0"
"367",0.10387,0.014062,1.2344,0.97802,0.021982,0.088909,"0"
"368",1.3017,0.51731,0.66844,0.87549,0.12451,1.2407,"0"
"369",0.91893,1.2513,30.455,0.96369,0.036311,0.58914,"0"
"370",1.2527,1.3452,2.1771,0.98306,0.036219,0.11298,"0"
"371",3.183,1.6484,1.3676,0.7574,0.2426,0.24063,"0"
"372",-10.957,3.8199,0.086049,1.1118,-0.10228,-0.50566,"1"
"373",634.957430363402,21.174,9.2665,0.89358,0.12331,0.88225,"0"
